district,monsoon,rain_24h_mm,rain_6h_mm,river_level_m,river_danger_m,soil_moisture_index,elevation_m,slope_deg,humidity_pct,wind_kmh,temp_c,coastal,rain24,rain6,river_ratio,soil,low_elev,flat,humidity,slope,wind,temp,label_flood,label_landslide,label_cyclone,label_rainfall
Navsari,1,15.2,6.4,4.55,7.3,0.922,11,1,83.5,22.1,26.2,1.0,0.05052,0.04564,0.62383,0.9224,0.9725,0.95,0.66915,0.02857,0.02579,0.31042,0,0,0,0
Porbandar,1,16.6,10.2,3.17,6.2,0.741,8,1,79.5,23.0,28.0,1.0,0.05548,0.07253,0.51163,0.74115,0.98,0.95,0.58903,0.02857,0.03718,0.39978,0,0,0,0
Jamnagar,1,17.5,11.9,4.22,6.5,0.659,20,2,88.1,43.1,28.3,1.0,0.05829,0.08514,0.64869,0.65896,0.95,0.9,0.76264,0.05714,0.28841,0.41721,1,0,1,0
Valsad,1,14.5,5.3,4.5,7.0,0.854,12,2,77.5,26.0,29.0,1.0,0.04849,0.03757,0.64332,0.85359,0.97,0.9,0.55067,0.05714,0.07502,0.45139,0,0,0,0
Ahmedabad,0,11.6,7.6,4.04,8.5,0.531,53,2,46.2,13.5,29.8,0.0,0.03882,0.05428,0.47491,0.53117,0.8675,0.9,0,0.05714,0,0.49211,0,0,0,0
Jamnagar,1,6.0,3.5,3.39,6.5,0.564,20,2,82.1,3.9,25.3,1.0,0.01992,0.02485,0.5212,0.56406,0.95,0.9,0.64263,0.05714,0,0.26738,0,0,0,0
Surat,0,16.9,8.4,4.75,9.4,0.524,13,1,49.2,43.4,30.6,1.0,0.05629,0.06031,0.5051,0.52412,0.9675,0.95,0,0.02857,0.29308,0.53246,0,0,0,0
Dang,1,80.2,29.6,5.06,6.4,0.991,975,27,90.0,2,25.4,0.0,0.26744,0.21171,0.78991,0.99136,0,0,0.79988,0.77143,0,0.26805,1,1,0,0
Bhavnagar,1,29.1,14.4,3.21,7.4,0.746,24,2,75.7,24.7,29.7,1.0,0.09692,0.10258,0.43383,0.74577,0.94,0.9,0.51447,0.05714,0.05838,0.4871,0,0,0,0
Bhuj,0,2.4,0.5,1.44,5.8,0.07,110,4,42.8,13.6,33.6,1.0,0.00813,0.00372,0.24881,0.07023,0.725,0.8,0,0.11429,0,0.67945,0,0,0,0
Surat,1,2.2,0.6,5.3,9.4,0.854,13,1,81.0,20.1,24.9,1.0,0.00728,0.00393,0.56434,0.85424,0.9675,0.95,0.61926,0.02857,0.00142,0.24643,1,0,0,0
Patan,1,14.5,8.4,3.4,6.0,0.533,70,1,74.0,22.0,28.6,0.0,0.04847,0.05967,0.56628,0.53344,0.825,0.95,0.47939,0.02857,0.02511,0.43132,1,0,0,0
Vadodara,0,10.4,3.7,2.88,8.0,0.466,39,2,46.0,10.2,31.4,0.0,0.03456,0.02611,0.3598,0.46637,0.9025,0.9,0,0.05714,0,0.57067,0,0,0,0
Porbandar,1,17.2,7.2,3.14,6.2,0.718,8,1,76.6,30.8,25.3,1.0,0.05727,0.05163,0.50614,0.71826,0.98,0.95,0.53122,0.02857,0.1345,0.26299,0,0,0,1
Navsari,1,91.5,9.2,5.64,7.3,1.0,11,1,89.8,25.9,25.9,1.0,0.30492,0.06568,0.77203,1.0,0.9725,0.95,0.79661,0.02857,0.07366,0.29367,1,0,0,0
Porbandar,1,10.3,6.6,3.06,6.2,0.647,8,1,75.7,65.2,31.8,1.0,0.03418,0.04682,0.49389,0.64695,0.98,0.95,0.5131,0.02857,0.565,0.59156,0,0,1,0
Dang,0,11.2,4.8,2.88,6.4,0.602,975,27,58.4,24.5,33.5,0.0,0.03719,0.03456,0.44955,0.60178,0,0,0.16801,0.77143,0.05586,0.6727,0,0,0,0
Dang,1,58.2,23.6,3.96,6.4,0.881,975,27,88.3,10.7,28.4,0.0,0.19391,0.16855,0.61953,0.88123,0,0,0.7664,0.77143,0,0.4189,0,1,0,1
Dang,1,84.8,72.1,4.77,6.4,1.0,975,27,85.9,14.1,29.5,0.0,0.28257,0.51469,0.74515,1.0,0,0,0.71763,0.77143,0,0.47311,0,1,0,1
Valsad,1,157.4,50.1,6.16,7.0,0.961,12,2,94.5,8.6,23.4,1.0,0.5248,0.35762,0.88005,0.96066,0.97,0.9,0.89068,0.05714,0,0.16778,0,0,0,1
Dang,1,3.3,1.5,3.91,6.4,0.902,975,27,75.6,8.4,28.6,0.0,0.01115,0.01089,0.61146,0.9022,0,0,0.51282,0.77143,0,0.42912,0,0,0,0
Jamnagar,1,29.7,15.2,2.84,6.5,0.609,20,2,71.2,25.4,30.8,1.0,0.09886,0.10826,0.43751,0.60933,0.95,0.9,0.42316,0.05714,0.0673,0.54068,1,0,0,0
Jamnagar,1,1.5,0.4,3.56,6.5,0.84,20,2,72.9,3.4,28.0,1.0,0.00487,0.00251,0.54778,0.84015,0.95,0.9,0.45845,0.05714,0,0.40014,0,0,1,0
Vadodara,1,38.4,1.9,4.62,8.0,0.726,39,2,90.5,21.6,26.1,0.0,0.12799,0.01371,0.57761,0.72637,0.9025,0.9,0.80947,0.05714,0.0194,0.30612,0,0,0,0
Ahmedabad,0,6.9,3.5,3.59,8.5,0.34,53,2,39.1,27.7,35.6,0.0,0.0231,0.02501,0.4227,0.33985,0.8675,0.9,0,0.05714,0.09687,0.7805,0,0,0,0
Bhuj,1,18.1,1.1,3.07,5.8,0.475,110,4,83.7,6.7,24.1,1.0,0.06021,0.00779,0.52887,0.47457,0.725,0.8,0.67351,0.11429,0,0.20653,1,0,0,0
Rajkot,1,20.1,4.8,2.78,7.2,0.543,134,3,79.2,5.4,29.5,0.0,0.06689,0.03448,0.38579,0.54309,0.665,0.85,0.58478,0.08571,0,0.47491,0,0,0,0
Jamnagar,1,17.7,5.7,3.0,6.5,0.687,20,2,81.8,15.6,25.7,1.0,0.05915,0.04088,0.4619,0.68727,0.95,0.9,0.63573,0.05714,0,0.28725,0,0,0,0
Dang,1,11.0,5.4,5.35,6.4,1.0,975,27,83.4,32.4,25.8,0.0,0.03656,0.0386,0.83546,1.0,0,0,0.66768,0.77143,0.1547,0.29124,0,0,0,0
Dang,1,18.4,9.1,3.07,6.4,1.0,975,27,78.8,5.7,27.9,0.0,0.06143,0.06487,0.47912,1.0,0,0,0.5757,0.77143,0,0.39283,0,0,0,0
Patan,0,4.8,3.5,2.71,6.0,0.305,70,1,45.5,18.0,32.0,0.0,0.01585,0.02535,0.45098,0.30455,0.825,0.95,0,0.02857,0,0.59955,1,0,0,0
Ahmedabad,1,63.1,23.1,5.81,8.5,0.824,53,2,85.5,2,18.9,0.0,0.21033,0.16467,0.68379,0.82394,0.8675,0.9,0.70973,0.05714,0,0,0,0,0,0
Rajkot,0,1.4,0.6,2.42,7.2,0.176,134,3,49.6,62.7,31.9,0.0,0.00454,0.00398,0.33646,0.17555,0.665,0.85,0,0.08571,0.5338,0.59541,0,0,0,0
Surat,0,12.0,10.2,3.88,9.4,0.584,13,1,50.6,28.8,34.3,1.0,0.04004,0.07294,0.41284,0.58362,0.9675,0.95,0.01288,0.02857,0.10987,0.71251,0,0,0,0
Jamnagar,0,6.4,3.6,2.6,6.5,0.365,20,2,46.5,4.4,32.7,1.0,0.02122,0.0256,0.39978,0.36497,0.95,0.9,0,0.05714,0,0.63742,0,0,0,0
Navsari,1,14.0,7.4,4.1,7.3,0.867,11,1,71.4,19.7,29.9,1.0,0.04675,0.05268,0.56145,0.86689,0.9725,0.95,0.42879,0.02857,0,0.49375,0,0,0,0
Bhuj,1,25.5,9.6,2.8,5.8,0.355,110,4,84.1,14.6,27.2,1.0,0.08492,0.06859,0.48331,0.35546,0.725,0.8,0.68216,0.11429,0,0.35966,0,0,0,0
Valsad,1,36.3,23.6,4.09,7.0,0.979,12,2,83.1,35.6,26.2,1.0,0.12103,0.16859,0.58475,0.97879,0.97,0.9,0.66248,0.05714,0.1946,0.30979,0,0,0,0
Vadodara,0,4.7,2.4,2.28,8.0,0.239,39,2,59.2,25.8,33.4,0.0,0.01583,0.01718,0.2856,0.23888,0.9025,0.9,0.18466,0.05714,0.0727,0.67164,0,0,0,0
Rajkot,0,14.3,1.1,2.92,7.2,0.256,134,3,60.0,56.3,34.6,0.0,0.04754,0.00782,0.40501,0.25559,0.665,0.85,0.19953,0.08571,0.45428,0.73195,0,0,0,0
Vadodara,1,96.7,16.7,5.89,8.0,0.806,39,2,87.9,3.5,28.8,0.0,0.32235,0.11925,0.73667,0.80585,0.9025,0.9,0.75765,0.05714,0,0.43949,0,0,0,0
Rajkot,1,8.5,2.4,3.38,7.2,0.506,134,3,88.1,11.8,27.7,0.0,0.02846,0.01719,0.46889,0.50586,0.665,0.85,0.76175,0.08571,0,0.38493,0,0,0,0
Bhuj,0,6.9,1.2,3.29,5.8,0.045,110,4,46.9,7.5,29.9,1.0,0.02296,0.00866,0.56643,0.04527,0.725,0.8,0,0.11429,0,0.49663,0,0,0,0
Dang,1,85.5,8.3,4.75,6.4,1.0,975,27,85.2,22.4,25.9,0.0,0.28506,0.05914,0.74161,1.0,0,0,0.70379,0.77143,0.03014,0.29631,0,1,1,0
Bhuj,1,48.3,18.3,2.94,5.8,0.344,110,4,82.0,11.1,26.6,1.0,0.16097,0.13039,0.50768,0.34396,0.725,0.8,0.64099,0.11429,0,0.32939,0,0,0,1
Valsad,1,12.2,4.6,3.25,7.0,0.924,12,2,77.9,25.0,26.5,1.0,0.04055,0.03261,0.4638,0.92387,0.97,0.9,0.55891,0.05714,0.06209,0.32545,0,0,0,0
Bhavnagar,1,24.5,11.2,3.7,7.4,0.704,24,2,75.1,14.9,26.8,1.0,0.08153,0.07982,0.49962,0.70435,0.94,0.9,0.50297,0.05714,0,0.34114,0,0,0,0
Bhuj,0,1.1,0.6,2.11,5.8,0.117,110,4,49.2,27.0,36.6,1.0,0.00351,0.00407,0.3632,0.11672,0.725,0.8,0,0.11429,0.08745,0.82972,0,0,0,0
Navsari,1,75.1,16.9,5.36,7.3,0.941,11,1,79.3,73.5,25.5,1.0,0.25025,0.12098,0.73417,0.94082,0.9725,0.95,0.58648,0.02857,0.66819,0.27418,0,0,1,0
Bhavnagar,1,52.2,30.3,4.16,7.4,0.739,24,2,82.8,38.3,27.9,1.0,0.17388,0.21646,0.56226,0.73879,0.94,0.9,0.65681,0.05714,0.22844,0.3952,0,0,0,0
Ahmedabad,0,3.0,0.8,3.62,8.5,0.417,53,2,53.6,25.9,31.3,0.0,0.00983,0.00541,0.4254,0.41743,0.8675,0.9,0.07288,0.05714,0.07354,0.56336,0,0,0,0
Navsari,1,46.2,17.3,4.77,7.3,0.906,11,1,89.1,49.9,27.0,1.0,0.15397,0.12339,0.65318,0.90604,0.9725,0.95,0.78197,0.02857,0.37351,0.35038,0,0,1,0
Porbandar,1,23.5,11.0,2.74,6.2,0.611,8,1,77.9,5.4,26.9,1.0,0.07826,0.07825,0.44142,0.61131,0.98,0.95,0.55703,0.02857,0,0.34487,1,0,0,0
Patan,1,35.9,19.5,2.48,6.0,0.624,70,1,80.1,14.3,26.5,0.0,0.11972,0.13895,0.41255,0.62374,0.825,0.95,0.60171,0.02857,0,0.3262,0,0,1,0
Vadodara,0,8.9,2.3,3.57,8.0,0.315,39,2,51.1,27.3,33.7,0.0,0.02952,0.01617,0.4468,0.31491,0.9025,0.9,0.02166,0.05714,0.09102,0.68541,0,0,0,0
Dang,1,117.3,21.2,5.16,6.4,1.0,975,27,76.4,47.6,24.7,0.0,0.39108,0.15112,0.80597,1.0,0,0,0.52776,0.77143,0.34489,0.23654,0,0,0,0
Vadodara,1,38.0,3.8,5.15,8.0,0.764,39,2,91.7,7.2,29.6,0.0,0.12651,0.0268,0.64405,0.76436,0.9025,0.9,0.83486,0.05714,0,0.4824,0,0,0,0
Bhuj,1,1.7,1.0,2.47,5.8,0.589,110,4,77.6,40.1,22.4,1.0,0.00575,0.00715,0.42513,0.58907,0.725,0.8,0.5515,0.11429,0.25076,0.11997,1,0,0,0
Vadodara,1,39.4,30.7,5.61,8.0,0.677,39,2,79.0,42.1,26.1,0.0,0.1312,0.21931,0.70093,0.6768,0.9025,0.9,0.58044,0.05714,0.27661,0.30729,1,0,0,0
Vadodara,1,120.8,102.7,5.43,8.0,0.783,39,2,87.5,9.5,23.2,0.0,0.40277,0.73362,0.67937,0.78297,0.9025,0.9,0.75098,0.05714,0,0.15811,0,0,0,0
Valsad,1,4.8,1.2,4.15,7.0,0.939,12,2,74.0,29.2,28.1,1.0,0.01601,0.00843,0.59315,0.93859,0.97,0.9,0.4795,0.05714,0.11555,0.40686,1,0,0,0
Vadodara,1,15.1,2.1,3.57,8.0,0.604,39,2,82.2,12.3,27.1,0.0,0.05046,0.01466,0.44663,0.60387,0.9025,0.9,0.64412,0.05714,0,0.35287,0,0,0,0
Jamnagar,1,3.5,1.3,3.69,6.5,0.579,20,2,89.1,5.3,24.0,1.0,0.01153,0.0094,0.5674,0.57867,0.95,0.9,0.78282,0.05714,0,0.20124,0,0,0,0
Rajkot,0,0.5,0.4,2.23,7.2,0.283,134,3,58.9,8.2,29.8,0.0,0.00168,0.00279,0.30936,0.28252,0.665,0.85,0.17791,0.08571,0,0.49039,0,0,0,0
Vadodara,0,4.6,2.2,2.5,8.0,0.246,39,2,46.7,13.5,33.1,0.0,0.01534,0.01591,0.31245,0.24607,0.9025,0.9,0,0.05714,0,0.65256,0,0,0,0
Valsad,1,24.4,4.9,3.79,7.0,0.792,12,2,82.8,19.4,25.3,1.0,0.08125,0.03512,0.54109,0.79212,0.97,0.9,0.65695,0.05714,0,0.26599,0,0,0,1
Ahmedabad,1,20.1,12.8,4.86,8.5,0.798,53,2,67.9,17.0,26.1,0.0,0.0669,0.09108,0.57212,0.79779,0.8675,0.9,0.35883,0.05714,0,0.30543,0,0,0,0
Navsari,1,10.5,2.0,4.05,7.3,0.915,11,1,70.9,4.2,27.1,1.0,0.03499,0.0142,0.5549,0.91504,0.9725,0.95,0.41781,0.02857,0,0.356,1,0,0,0
Navsari,1,20.0,10.7,4.11,7.3,0.948,11,1,82.3,15.8,25.5,1.0,0.06668,0.07635,0.56289,0.94786,0.9725,0.95,0.6468,0.02857,0,0.27429,0,0,0,0
Jamnagar,0,5.3,2.4,2.68,6.5,0.375,20,2,52.5,16.1,34.4,1.0,0.01763,0.01683,0.41249,0.37543,0.95,0.9,0.04931,0.05714,0,0.71998,0,0,0,0
Dang,1,32.9,21.4,3.86,6.4,0.891,975,27,83.2,12.0,25.0,0.0,0.10971,0.15281,0.60331,0.89075,0,0,0.66327,0.77143,0,0.24964,0,0,0,0
Bhuj,1,11.1,7.0,2.46,5.8,0.538,110,4,78.4,2.6,26.3,1.0,0.03695,0.04977,0.42427,0.53758,0.725,0.8,0.56813,0.11429,0,0.31522,0,0,0,0
Bhuj,0,3.7,2.3,2.83,5.8,0.176,110,4,54.3,11.8,30.7,1.0,0.01222,0.01621,0.48783,0.17589,0.725,0.8,0.08548,0.11429,0,0.5328,0,0,0,0
Bhavnagar,0,6.7,2.7,3.4,7.4,0.482,24,2,53.7,7.8,29.4,1.0,0.0222,0.01902,0.45973,0.48227,0.94,0.9,0.07305,0.05714,0,0.4716,0,0,0,0
Rajkot,1,30.8,26.0,3.39,7.2,0.587,134,3,82.6,20.4,26.3,0.0,0.10256,0.18552,0.47123,0.58679,0.665,0.85,0.65146,0.08571,0.00487,0.31467,0,0,0,0
Ahmedabad,1,33.7,6.7,5.01,8.5,0.797,53,2,78.7,2.4,28.6,0.0,0.11238,0.04755,0.58933,0.79729,0.8675,0.9,0.57394,0.05714,0,0.43131,0,0,0,0
Patan,1,28.1,9.6,2.87,6.0,0.812,70,1,77.6,31.7,28.6,0.0,0.09377,0.06823,0.47885,0.8122,0.825,0.95,0.55154,0.02857,0.14564,0.42988,0,0,0,1
Vadodara,1,40.3,12.3,5.74,8.0,0.745,39,2,95.7,13.9,25.5,0.0,0.13428,0.08815,0.71761,0.74474,0.9025,0.9,0.91303,0.05714,0,0.27535,1,0,0,0
Bhavnagar,1,23.3,6.7,4.25,7.4,0.67,24,2,71.3,16.7,24.7,1.0,0.07769,0.04779,0.57386,0.6701,0.94,0.9,0.42549,0.05714,0,0.23616,0,0,0,0
Ahmedabad,0,5.9,2.2,3.17,8.5,0.378,53,2,41.5,10.4,34.8,0.0,0.01965,0.01578,0.37249,0.37799,0.8675,0.9,0,0.05714,0,0.74078,0,0,0,0
Patan,0,8.8,4.3,1.5,6.0,0.125,70,1,64.5,22.2,32.6,0.0,0.02942,0.03041,0.24997,0.12502,0.825,0.95,0.29079,0.02857,0.02749,0.62832,0,0,0,0
Patan,0,0.8,0.3,2.07,6.0,0.228,70,1,57.4,5.5,29.1,0.0,0.00262,0.00248,0.3453,0.22837,0.825,0.95,0.14703,0.02857,0,0.4546,0,0,0,0
Valsad,1,7.5,6.4,3.27,7.0,0.807,12,2,78.7,6.6,28.2,1.0,0.02512,0.04575,0.46652,0.80714,0.97,0.9,0.57454,0.05714,0,0.40883,0,0,0,0
Porbandar,0,5.2,2.0,2.2,6.2,0.27,8,1,48.1,12.7,31.9,1.0,0.01726,0.01457,0.35543,0.26958,0.98,0.95,0,0.02857,0,0.59358,0,0,0,1
Ahmedabad,1,8.6,4.6,4.41,8.5,0.769,53,2,85.9,42.8,26.0,0.0,0.02875,0.03301,0.5188,0.76889,0.8675,0.9,0.71741,0.05714,0.28464,0.29835,0,0,0,1
Vadodara,0,11.1,5.7,3.99,8.0,0.42,39,2,55.1,15.9,29.3,0.0,0.03706,0.04069,0.49874,0.42017,0.9025,0.9,0.10258,0.05714,0,0.46371,0,0,0,0
Vadodara,1,25.4,13.8,5.41,8.0,0.816,39,2,91.4,14.9,28.2,0.0,0.08461,0.09823,0.67629,0.81627,0.9025,0.9,0.82873,0.05714,0,0.4105,0,0,0,0
Jamnagar,1,5.7,3.5,2.07,6.5,0.585,20,2,89.2,2,24.7,1.0,0.01888,0.02495,0.31779,0.58517,0.95,0.9,0.78411,0.05714,0,0.23573,0,1,0,1
Patan,0,1.8,1.1,3.03,6.0,0.309,70,1,50.4,11.2,28.5,0.0,0.00602,0.00789,0.50427,0.30931,0.825,0.95,0.00777,0.02857,0,0.42695,1,0,0,0
Ahmedabad,1,18.0,8.2,4.21,8.5,0.853,53,2,75.6,2.2,28.7,0.0,0.06012,0.05864,0.49496,0.85266,0.8675,0.9,0.51159,0.05714,0,0.43306,0,0,0,0
Navsari,0,18.0,10.0,3.54,7.3,0.461,11,1,51.7,2,31.0,1.0,0.06009,0.07177,0.48465,0.46144,0.9725,0.95,0.03494,0.02857,0,0.54996,0,0,0,0
Bhuj,1,22.8,4.4,3.55,5.8,0.535,110,4,70.9,14.6,27.2,1.0,0.07591,0.03159,0.61197,0.53454,0.725,0.8,0.41785,0.11429,0,0.36149,0,0,0,0
Porbandar,1,44.9,12.5,3.79,6.2,0.581,8,1,73.1,6.8,27.3,1.0,0.14952,0.0896,0.6114,0.58067,0.98,0.95,0.46177,0.02857,0,0.36613,1,0,0,0
Rajkot,1,56.7,19.6,3.87,7.2,0.52,134,3,75.4,12.7,25.8,0.0,0.18896,0.14007,0.53711,0.5204,0.665,0.85,0.50813,0.08571,0,0.29106,0,0,0,0
Dang,0,5.9,3.2,2.87,6.4,0.622,975,27,52.2,12.4,29.8,0.0,0.01978,0.02305,0.44894,0.62206,0,0,0.04355,0.77143,0,0.48811,0,0,0,0
Surat,0,5.3,3.2,4.39,9.4,0.393,13,1,46.6,56.2,34.3,1.0,0.01763,0.02295,0.46724,0.39255,0.9675,0.95,0,0.02857,0.452,0.71457,0,0,1,0
Surat,1,17.9,6.5,5.03,9.4,0.832,13,1,85.3,50.8,26.9,1.0,0.05981,0.0462,0.53525,0.83171,0.9675,0.95,0.7054,0.02857,0.38453,0.34282,1,0,0,0
Bhavnagar,1,23.6,11.1,3.73,7.4,0.598,24,2,75.3,31.9,29.0,1.0,0.07861,0.07948,0.50419,0.59834,0.94,0.9,0.50569,0.05714,0.14927,0.45112,0,0,1,0
Bhuj,1,7.9,0.5,2.49,5.8,0.576,110,4,84.0,23.0,29.0,1.0,0.02619,0.00392,0.42963,0.57567,0.725,0.8,0.67925,0.11429,0.03692,0.44773,0,0,1,1
Bhuj,1,55.8,25.4,3.7,5.8,0.499,110,4,89.7,16.6,26.9,1.0,0.18594,0.18173,0.6379,0.49932,0.725,0.8,0.79464,0.11429,0,0.34612,0,0,0,0
Dang,0,19.2,3.5,2.57,6.4,0.587,975,27,49.4,20.1,31.0,0.0,0.06408,0.02476,0.40234,0.58723,0,0,0,0.77143,0.00081,0.54943,0,0,0,0
Porbandar,0,1.6,0.7,1.45,6.2,0.32,8,1,50.9,21.3,30.7,1.0,0.0054,0.00502,0.23428,0.32019,0.98,0.95,0.01869,0.02857,0.01684,0.53311,0,0,0,0
Ahmedabad,0,5.5,1.9,3.79,8.5,0.472,53,2,40.2,32.3,31.3,0.0,0.0183,0.01383,0.44621,0.4716,0.8675,0.9,0,0.05714,0.15329,0.56415,0,0,0,0
Rajkot,0,5.1,1.9,2.81,7.2,0.231,134,3,46.2,12.8,32.2,0.0,0.01701,0.01353,0.39006,0.23141,0.665,0.85,0,0.08571,0,0.60948,0,0,0,0
Surat,0,4.3,2.3,4.83,9.4,0.575,13,1,46.7,25.4,34.4,1.0,0.01449,0.01641,0.51407,0.57485,0.9675,0.95,0,0.02857,0.0672,0.72157,0,0,0,0
Surat,0,3.8,1.9,4.21,9.4,0.597,13,1,60.4,31.2,31.6,1.0,0.01262,0.01368,0.44836,0.59712,0.9675,0.95,0.20812,0.02857,0.13999,0.57984,0,0,0,0
Navsari,0,13.8,4.0,3.36,7.3,0.491,11,1,56.9,21.1,32.1,1.0,0.04598,0.02844,0.46086,0.4914,0.9725,0.95,0.1376,0.02857,0.01411,0.60692,0,0,0,0
Jamnagar,0,2.0,0.4,3.08,6.5,0.285,20,2,44.2,15.1,32.0,1.0,0.00679,0.00253,0.47323,0.28491,0.95,0.9,0,0.05714,0,0.59815,0,0,0,0
Navsari,1,60.9,22.1,5.45,7.3,0.882,11,1,74.3,17.0,27.7,1.0,0.20291,0.15766,0.7472,0.8819,0.9725,0.95,0.48629,0.02857,0,0.38716,0,0,0,1
Valsad,1,82.6,31.7,4.87,7.0,0.944,12,2,92.1,37.5,26.7,1.0,0.27522,0.22616,0.69582,0.94432,0.97,0.9,0.84179,0.05714,0.21898,0.33698,1,0,0,0
Navsari,1,63.4,8.9,4.36,7.3,0.916,11,1,77.4,4.9,28.3,1.0,0.21136,0.06377,0.59711,0.91551,0.9725,0.95,0.5476,0.02857,0,0.41368,1,0,0,0
Vadodara,0,3.7,2.6,2.77,8.0,0.348,39,2,42.2,18.4,29.6,0.0,0.01225,0.01822,0.34636,0.34845,0.9025,0.9,0,0.05714,0,0.47793,0,0,0,0
Jamnagar,0,10.6,1.0,1.99,6.5,0.287,20,2,44.1,25.3,30.1,1.0,0.03525,0.00737,0.30645,0.28683,0.95,0.9,0,0.05714,0.06646,0.50748,0,0,0,0
Patan,1,2.6,2.2,2.3,6.0,0.559,70,1,76.4,42.4,24.1,0.0,0.00871,0.01587,0.38285,0.55894,0.825,0.95,0.52862,0.02857,0.28052,0.20446,0,0,1,0
Porbandar,1,13.5,7.9,4.56,6.2,0.605,8,1,79.0,27.6,28.6,1.0,0.04514,0.05637,0.73564,0.60529,0.98,0.95,0.58035,0.02857,0.09561,0.42887,0,0,0,0
Dang,1,127.0,36.4,5.07,6.4,1.0,975,27,90.9,8.8,24.3,0.0,0.42332,0.26002,0.79219,1.0,0,0,0.81888,0.77143,0,0.21377,1,0,0,1
Surat,0,16.5,12.8,3.21,9.4,0.486,13,1,69.3,26.7,35.6,1.0,0.05491,0.09164,0.342,0.48602,0.9675,0.95,0.38618,0.02857,0.08437,0.78113,1,0,0,0
Surat,0,1.8,0.8,4.32,9.4,0.507,13,1,62.8,5.5,31.0,1.0,0.00588,0.00572,0.45998,0.50676,0.9675,0.95,0.2563,0.02857,0,0.54898,0,0,0,0
Bhuj,1,33.8,1.7,2.86,5.8,0.48,110,4,93.0,3.0,21.2,1.0,0.11279,0.01209,0.49374,0.47995,0.725,0.8,0.85963,0.11429,0,0.05857,0,0,0,0
Surat,0,8.9,1.5,4.93,9.4,0.49,13,1,56.2,9.7,30.7,1.0,0.02981,0.011,0.52474,0.48996,0.9675,0.95,0.1238,0.02857,0,0.53586,0,0,0,0
Porbandar,1,60.6,11.2,3.56,6.2,0.667,8,1,87.8,10.2,23.4,1.0,0.20203,0.07998,0.57397,0.66683,0.98,0.95,0.7563,0.02857,0,0.16849,0,0,0,0
Patan,1,26.3,9.4,2.48,6.0,0.44,70,1,90.1,9.6,27.7,0.0,0.08753,0.06699,0.41349,0.44024,0.825,0.95,0.80247,0.02857,0,0.38388,0,0,0,1
Jamnagar,0,2.3,1.8,2.32,6.5,0.416,20,2,56.2,19.9,32.8,1.0,0.00761,0.01295,0.35681,0.4159,0.95,0.9,0.12369,0.05714,0,0.64194,0,0,0,0
Rajkot,1,40.2,30.0,4.2,7.2,0.682,134,3,85.0,12.8,28.5,0.0,0.13415,0.21417,0.58364,0.68192,0.665,0.85,0.70073,0.08571,0,0.4239,0,0,0,0
Surat,1,25.7,11.3,4.64,9.4,0.792,13,1,89.7,61.7,26.2,1.0,0.08571,0.08048,0.49362,0.79157,0.9675,0.95,0.79373,0.02857,0.52149,0.31069,0,0,0,1
Patan,1,50.5,26.4,3.42,6.0,0.614,70,1,92.5,6.7,24.5,0.0,0.16837,0.18836,0.56984,0.6143,0.825,0.95,0.85063,0.02857,0,0.22352,1,0,0,0
Rajkot,0,4.0,3.3,2.12,7.2,0.23,134,3,46.2,31.9,32.7,0.0,0.01324,0.02374,0.2948,0.22978,0.665,0.85,0,0.08571,0.14837,0.6333,0,0,0,1
Valsad,1,117.4,10.2,6.22,7.0,0.949,12,2,99.0,2.2,28.1,1.0,0.39144,0.07306,0.88913,0.94887,0.97,0.9,0.97978,0.05714,0,0.40369,1,0,0,0
Bhavnagar,0,3.3,1.0,2.64,7.4,0.267,24,2,49.3,4.3,34.8,1.0,0.01088,0.00693,0.35684,0.26711,0.94,0.9,0,0.05714,0,0.74208,0,0,0,0
Jamnagar,0,6.1,3.0,2.76,6.5,0.488,20,2,43.5,28.7,32.7,1.0,0.02048,0.02124,0.42415,0.48826,0.95,0.9,0,0.05714,0.10881,0.63592,0,0,0,0
Rajkot,1,11.9,5.6,4.27,7.2,0.618,134,3,79.3,24.5,26.6,0.0,0.03969,0.04018,0.59306,0.61755,0.665,0.85,0.58531,0.08571,0.05627,0.33223,0,0,0,0
Valsad,0,10.8,2.3,2.87,7.0,0.471,12,2,60.6,8.4,31.8,1.0,0.03611,0.01649,0.40962,0.47081,0.97,0.9,0.21236,0.05714,0,0.58966,0,0,0,0
Valsad,0,2.4,1.0,3.38,7.0,0.573,12,2,55.5,34.1,32.1,1.0,0.00791,0.00747,0.48288,0.57304,0.97,0.9,0.10966,0.05714,0.17638,0.60644,0,0,0,0
Vadodara,0,4.8,2.3,3.8,8.0,0.434,39,2,58.7,3.1,31.3,0.0,0.01597,0.01676,0.47474,0.43356,0.9025,0.9,0.17485,0.05714,0,0.567,0,0,0,0
Bhavnagar,0,1.2,0.4,2.46,7.4,0.319,24,2,59.3,6.5,33.2,1.0,0.00409,0.00252,0.33264,0.31947,0.94,0.9,0.18529,0.05714,0,0.65809,0,0,0,0
Jamnagar,1,15.7,5.6,3.77,6.5,0.748,20,2,78.5,11.7,26.0,1.0,0.05246,0.04002,0.57961,0.74838,0.95,0.9,0.57053,0.05714,0,0.30181,0,0,0,0
